Human Target,GO Category,Drug(s),M. musculus,Similarity (%),G. gallus,Similarity (%),X. tropicalis,Similarity (%),X. laevis,Similarity (%),G. aculeatus,Similarity (%),D. rerio,Similarity (%),D. melanogaster,Similarity (%),D. pulex,Similarity (%),C. elegans,Similarity (%),A. thaliana,Similarity (%),C. reinhardtii,Similarity (%),D. discoideum,Similarity (%),S. cerevisiae,Similarity (%),T. thermophila,Similarity (%),E. coli,Similarity (%),S. elongatus,Similarity (%)
P42224|STAT1_HUMAN Signal transducer and activator of transcription 1-alpha/beta - Homo sapiens,Other,Fludarabine(DB01073),ENSMUSP00000066743|Signal transducer and activator of transcription 1. [Source:Uniprot/SWISSPROT;Acc:P42225],92.33,ENSGALP00000012376|signal transducer and activator of transcription 4 [Source:RefSeq_peptide;Acc:NP_001012932],83.29,ENSXETP00000010105|Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84). [Source:Uniprot/SWISSPROT;Acc:P42224],78.3,gi|147904732|ref|NP_001082256| 'Stat1 [Xenopus laevis]',79.23,ENSGACP00000020571|Signal transducer and activator of transcription 1-alpha/beta (Transcription factor ISGF-3 components p91/p84). [Source:Uniprot/SWISSPROT;Acc:P42224],65.43,ENSDARP00000015753|signal transduction and activation of transcription 1 [Source:RefSeq_peptide;Acc:NP_571555],60.21,"FBpp0099882 type=protein; loc=3R:complement(16363131..16363185,16364943..16365078,16365122..16365322,16365381..16365638,16365697..16366176,16366245..16367022); ID=FBpp0099882; name=Stat92E-PG; parent=FBgn0016917,FBtr0100457; dbxref=FlyBase_Annotation_IDs:CG4257-PG,FlyBase:FBpp0099882,GB_protein:AAX52969.1,GB_protein:AAX52969; MD5=19462c7dcf50801ae4d60b485f6ff698; length=635; release=r5.6; species=Dmel;",20.55,jgi|Dappu1|97641|fgenesh1_pg.C_scaffold_7000186,24.84,Y51H4A.17c CE22342 WBGene00013111 locus:sta-1 status:Confirmed TR:Q29TW4 protein_id:CAN99759.1,16.56,AT1G17040.1 | Symbols:  | transcription factor-related | chr1:5825102-5828049 FORWARD,11.17,No Hit,0,DDB0215388 |Protein| gene: dstA on chromosome: 3 position 4448074 to 4450633,12.76,YOR216C|Golgi matrix protein,9.87,16.m00444 TTHERM_00196030 hypothetical protein,11.32,b1799 putative transcriptional regulator LYSR-type (yeaT) {Escherichia coli K12-MG1655},8.27,syc0106_c hypothetical protein {Synechococcus elongatus PCC 6301},4.67
P42261|GRIA1_HUMAN Glutamate receptor 1 precursor - Homo sapiens,Receptor;Ion Channel,"L-Glutamic Acid(DB00142), Enflurane(DB00228), Isoflurane(DB00753), Methoxyflurane(DB01028), Halothane(DB01159), Desflurane(DB01189), Sevoflurane(DB01236)","ENSMUSP00000091731|Glutamate receptor 1 precursor (GluR-1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (AMPA-selective glutamate receptor 1). [Source:Uniprot/SWISSPROT;Acc:P23818]",98.68,"ENSGALP00000006483|glutamate receptor, ionotropic, AMPA 1 [Source:RefSeq_peptide;Acc:NP_001001774]",93.6,"ENSXETP00000004107|Glutamate receptor 1 precursor (GluR-1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (AMPA-selective glutamate receptor 1). [Source:Uniprot/SWISSPROT;Acc:P42261]",87.49,gi|148229256|ref|NP_001079229| 'putative glutamate receptor subunit U1a [Xenopus laevis]',18.61,"ENSGACP00000024435|Glutamate receptor 1 precursor (GluR-1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (AMPA-selective glutamate receptor 1). [Source:Uniprot/SWISSPROT;Acc:P42261]",68.81,ENSDARP00000010256|AMPA receptor subunit GluR1A [Source:RefSeq_peptide;Acc:NP_991161],74.43,"FBpp0076691 type=protein; loc=3L:join(6617670..6617796,6619521..6619673,6620031..6620158,6621976..6622105,6624401..6624654,6624967..6625152,6625241..6625480,6625689..6626049,6626173..6626435,6626500..6626958,6627022..6627266,6627367..6627760,6627828..6627863); ID=FBpp0076691; name=Glu-RI-PA; parent=FBgn0004619,FBtr0076982; dbxref=FlyBase:FBpp0076691,FlyBase_Annotation_IDs:CG8442-PA,GB_protein:AAF50652.2,GB_protein:AAF50652; MD5=5b8e8bec7540c3fe052e81c2f9a8eef9; length=991; release=r5.6; species=Dmel;",36.89,jgi|Dappu1|326779|NCBI_GNO_8300071,39.81,C06E1.4 CE31407 WBGene00001612 locus:glr-1 Glutamate receptor subunit status:Confirmed SW:P34299 protein_id:AAA27933.3,34.44,"AT1G42540.1 | Symbols: GLR3.3, ATGLR3.3 | ATGLR3.3 (Arabidopsis thaliana glutamate receptor 3.3) | chr1:15975929-15979143 FORWARD",18.3,jgi|Chlre3|168782,4.19,DDB0229865 |Protein| gene: geneDDB0229865 on chromosome: 3 position 3391535 to 3392987,7.51,No Hit,0,3702.m00114 TTHERM_00144870 hypothetical protein,9.71,b1920 putative periplasmic binding transport protein (fliY) {Escherichia coli K12-MG1655},7.4,syc1428_c hypothetical protein {Synechococcus elongatus PCC 6301},6.4
P42262|GRIA2_HUMAN Glutamate receptor 2 precursor - Homo sapiens,Receptor;Ion Channel,L-Glutamic Acid(DB00142),"ENSMUSP00000074787|Glutamate receptor 2 precursor (GluR-2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (AMPA-selective glutamate receptor 2). [Source:Uniprot/SWISSPROT;Acc:P23819]",99.77,"ENSGALP00000038049|glutamate receptor, ionotropic, AMPA 2 [Source:RefSeq_peptide;Acc:NP_001001775]",93.77,"ENSXETP00000004110|Glutamate receptor 1 precursor (GluR-1) (GluR-A) (GluR-K1) (Glutamate receptor ionotropic, AMPA 1) (AMPA-selective glutamate receptor 1). [Source:Uniprot/SWISSPROT;Acc:P42261]",68.86,gi|148229256|ref|NP_001079229| 'putative glutamate receptor subunit U1a [Xenopus laevis]',20.34,"ENSGACP00000021878|Glutamate receptor 2 precursor (GluR-2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (AMPA-selective glutamate receptor 2). [Source:Uniprot/SWISSPROT;Acc:P42262]",87.09,ENSDARP00000064616|AMPA receptor subunit 2b. [Source:Uniprot/SPTREMBL;Acc:Q90XP6],86.07,"FBpp0076691 type=protein; loc=3L:join(6617670..6617796,6619521..6619673,6620031..6620158,6621976..6622105,6624401..6624654,6624967..6625152,6625241..6625480,6625689..6626049,6626173..6626435,6626500..6626958,6627022..6627266,6627367..6627760,6627828..6627863); ID=FBpp0076691; name=Glu-RI-PA; parent=FBgn0004619,FBtr0076982; dbxref=FlyBase:FBpp0076691,FlyBase_Annotation_IDs:CG8442-PA,GB_protein:AAF50652.2,GB_protein:AAF50652; MD5=5b8e8bec7540c3fe052e81c2f9a8eef9; length=991; release=r5.6; species=Dmel;",37.31,jgi|Dappu1|326779|NCBI_GNO_8300071,40.81,C06E1.4 CE31407 WBGene00001612 locus:glr-1 Glutamate receptor subunit status:Confirmed SW:P34299 protein_id:AAA27933.3,34.1,"AT1G05200.2 | Symbols: GLR3.4, GLUR3, ATGLR3.4 | ATGLR3.4 (Arabidopsis thaliana glutamate receptor 3.4) | chr1:1505641-1509001 FORWARD",18.86,jgi|Chlre3|168782,5.1,DDB0202518 |Protein| gene: JC2V2_0_02238 on chromosome: 2 position 5639751 to 5641484,9.29,YIL095W|serine/threonine protein kinase,10.41,92.m00163 TTHERM_00643510 Ligand-gated ion channel family protein,9.76,b1920 putative periplasmic binding transport protein (fliY) {Escherichia coli K12-MG1655},7.02,syc1428_c hypothetical protein {Synechococcus elongatus PCC 6301},6.46
P42263|GRIA3_HUMAN Glutamate receptor 3 precursor - Homo sapiens,Receptor;Ion Channel,L-Glutamic Acid(DB00142),"ENSMUSP00000075687|Glutamate receptor 3 precursor (GluR-3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (AMPA-selective glutamate receptor 3). [Source:Uniprot/SWISSPROT;Acc:Q9Z2W9]",97.87,"ENSGALP00000013849|glutamate receptor, ionotrophic, AMPA 3 [Source:RefSeq_peptide;Acc:NP_990546]",86.24,"ENSXETP00000035342|Glutamate receptor 3 precursor (GluR-3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (AMPA-selective glutamate receptor 3). [Source:Uniprot/SWISSPROT;Acc:P42263]",82.77,gi|148229256|ref|NP_001079229| 'putative glutamate receptor subunit U1a [Xenopus laevis]',18.3,"ENSGACP00000024201|Glutamate receptor 3 precursor (GluR-3) (GluR-C) (GluR-K3) (Glutamate receptor ionotropic, AMPA 3) (AMPA-selective glutamate receptor 3). [Source:Uniprot/SWISSPROT;Acc:P42263]",87.14,"ENSDARP00000043179|glutamate receptor, ionotrophic, AMPA 3 [Source:RefSeq_peptide;Acc:NP_938174]",87.47,"FBpp0076691 type=protein; loc=3L:join(6617670..6617796,6619521..6619673,6620031..6620158,6621976..6622105,6624401..6624654,6624967..6625152,6625241..6625480,6625689..6626049,6626173..6626435,6626500..6626958,6627022..6627266,6627367..6627760,6627828..6627863); ID=FBpp0076691; name=Glu-RI-PA; parent=FBgn0004619,FBtr0076982; dbxref=FlyBase:FBpp0076691,FlyBase_Annotation_IDs:CG8442-PA,GB_protein:AAF50652.2,GB_protein:AAF50652; MD5=5b8e8bec7540c3fe052e81c2f9a8eef9; length=991; release=r5.6; species=Dmel;",38.13,jgi|Dappu1|326779|NCBI_GNO_8300071,42.25,C06E1.4 CE31407 WBGene00001612 locus:glr-1 Glutamate receptor subunit status:Confirmed SW:P34299 protein_id:AAA27933.3,32.85,"AT1G05200.2 | Symbols: GLR3.4, GLUR3, ATGLR3.4 | ATGLR3.4 (Arabidopsis thaliana glutamate receptor 3.4) | chr1:1505641-1509001 FORWARD",17.53,jgi|Chlre3|168782,5.03,DDB0187403 |Protein| gene: BC5V2_0_00043 on chromosome: 5 position 100675 to 104539,11.18,YDR386W|protein involved in repair of DNA damage,8.61,92.m00163 TTHERM_00643510 Ligand-gated ion channel family protein,10.32,b0811 periplasmic glutamine-binding protein; permease (glnH) {Escherichia coli K12-MG1655},6.26,syc1428_c hypothetical protein {Synechococcus elongatus PCC 6301},6.26
P42330|AK1C3_HUMAN Aldo-keto reductase family 1 member C3 - Homo sapiens,Enzyme,"NADH(DB00157), Dimethyl sulfoxide(DB01093)",ENSMUSP00000021630|Estradiol 17 beta-dehydrogenase 5 (EC 1.1.1.-) (17-beta-HSD 5). [Source:Uniprot/SWISSPROT;Acc:P70694],75.85,ENSGALP00000020904|3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Delta(4)-3- ketosteroid 5-beta-reductase) (Aldo-keto reductase family 1 member D1). [Source:Uniprot/SWISSPROT;Acc:P51857],60.49,ENSXETP00000025269|MGC89235 protein. [Source:Uniprot/SPTREMBL;Acc:Q6DIT4],66.56,gi|49522287|gb|AAH71135| 'LOC443571 protein [Xenopus laevis]',65.63,ENSGACP00000004783|3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.1.3) (Delta(4)-3- ketosteroid 5-beta-reductase) (Aldo-keto reductase family 1 member D1). [Source:Uniprot/SWISSPROT;Acc:P51857],55.56,ENSDARP00000018404|hypothetical protein LOC415138 [Source:RefSeq_peptide;Acc:NP_001002048],47.99,"FBpp0075870 type=protein; loc=3L:complement(11613720..11613765,11614314..11614522,11614583..11615066,11615133..11615275,11616648..11616716); ID=FBpp0075870; name=CG6084-PA; parent=FBgn0086254,FBtr0076139; dbxref=FlyBase:FBpp0075870,FlyBase_Annotation_IDs:CG6084-PA,GB_protein:AAF50039.2,GB_protein:AAF50039; MD5=cbf6356c857420c63ac5dcc02346e85e; length=316; release=r5.6; species=Dmel;",47.06,jgi|Dappu1|45302|e_gw1.9.93.1,47.68,Y39G8B.1a CE21733 WBGene00012722 status:Confirmed TR:Q9NAI5 protein_id:CAB54385.1,39.81,AT2G37790.1 | Symbols:  | aldo/keto reductase family protein | chr2:15845916-15847830 FORWARD,37.15,jgi|Chlre3|158244,35.17,DDB0231282 |Protein| gene: alrB on chromosome: 4 position 2618768 to 2619789,38.91,YOR120W|similar to mammalian aldo-keto reductases,37.76,"3689.m00171 TTHERM_00339990 oxidoreductase, aldo/keto reductase family protein",31.8,"b3012 orf, hypothetical protein (yqhE) {Escherichia coli K12-MG1655}",27.55,syc1471_d hypothetical protein {Synechococcus elongatus PCC 6301},17.2
P42357|HUTH_HUMAN Histidine ammonia-lyase - Homo sapiens,Enzyme,L-Histidine(DB00117),ENSMUSP00000016031|Histidine ammonia-lyase (EC 4.3.1.3) (Histidase). [Source:Uniprot/SWISSPROT;Acc:P35492],93.76,ENSGALP00000018608|histidine ammonia-lyase [Source:RefSeq_peptide;Acc:NP_989735],87.56,ENSXETP00000046785|Histidine ammonia-lyase. [Source:Uniprot/SPTREMBL;Acc:Q6DF42],84.7,gi|147900768|ref|NP_001086064| 'MGC81887 protein [Xenopus laevis]',84.93,ENSGACP00000005993|Histidine ammonia-lyase (EC 4.3.1.3) (Histidase). [Source:Uniprot/SWISSPROT;Acc:P42357],79.91,ENSDARP00000008857|hypothetical protein LOC100004331 [Source:RefSeq_peptide;Acc:NP_001082926],79.55,"FBpp0074162 type=protein; loc=X:join(17055105..17055224,17083025..17084719,17084788..17085410,17085472..17085753,17085821..17086494,17086564..17087068,17087932..17088427); ID=FBpp0074162; name=baz-PA; parent=FBgn0000163,FBtr0074388; dbxref=FlyBase:FBpp0074162,FlyBase_Annotation_IDs:CG5055-PA,GB_protein:AAF48703.1,GB_protein:AAF48703; MD5=433f09d0153bdb4da999337e8d70910b; length=1464; release=r5.6; species=Dmel;",12.26,jgi|Dappu1|42116|e_gw1.4.411.1,61.86,F47B10.2 CE03352 WBGene00009813 histidine ammonia-lyase status:Partially_confirmed SW:Q20502 protein_id:CAA91982.1,51.99,AT3G53260.1 | Symbols: PAL2 | PAL2 (phenylalanine ammonia-lyase 2); phenylalanine ammonia-lyase | chr3:19755234-19757597 REVERSE,22.55,jgi|Chlre3|171443,10.65,DDB0231727 |Protein| gene: geneDDB0231727 on chromosome: 5 position 990248 to 991999,46.83,YBR118W|translation elongation factor EF-1 alpha,9.28,3810.m02024 TTHERM_00569330 Peptidase family M1 containing protein,10.27,b1098 thymidylate kinase (tmk) {Escherichia coli K12-MG1655},8.68,syc0352_d dihydrolipoamide dehydrogenase (phdD) {Synechococcus elongatus PCC 6301},12.61
P42574|CASP3_HUMAN Caspase-3 precursor - Homo sapiens,Enzyme,"Simvastatin(DB00641), Minocycline(DB01017), Melatonin(DB01065)",ENSMUSP00000091238|Caspase-3 precursor (EC 3.4.22.56) (CASP-3) (Apopain) (Cysteine protease CPP32) (Yama protein) (CPP-32) (SREBP cleavage activity 1) (SCA-1) (LICE) [Contains: Caspase-3 subunit p17; Caspase-3 subunit p12]. [Source:Uniprot/SWISSPROT;Acc:P70677],86.64,ENSGALP00000017288|caspase 3 [Source:RefSeq_peptide;Acc:NP_990056],63.54,ENSXETP00000003215|Caspase-3 precursor (EC 3.4.22.56) (CASP-3) (Apopain) (Cysteine protease CPP32) (Yama protein) (CPP-32) (SREBP cleavage activity 1) (SCA-1) [Contains: Caspase-3 subunit p17; Caspase-3 subunit p12]. [Source:Uniprot/SWISSPROT;Acc:P42574],54.87,gi|68533748|gb|AAH98991| 'Unknown (protein for MGC:114987) [Xenopus laevis]',53.63,ENSGACP00000022402|Caspase-3 precursor (EC 3.4.22.56) (CASP-3) (Apopain) (Cysteine protease CPP32) (Yama protein) (CPP-32) (SREBP cleavage activity 1) (SCA-1) [Contains: Caspase-3 subunit p17; Caspase-3 subunit p12]. [Source:Uniprot/SWISSPROT;Acc:P42574],54.32,"ENSDARP00000094029|caspase 3, apoptosis-related cysteine protease [Source:RefSeq_peptide;Acc:NP_571952]",53.41,"FBpp0084848 type=protein; loc=3R:25625620..25626639; ID=FBpp0084848; name=Ice-PA; parent=FBgn0019972,FBtr0085482; dbxref=FlyBase:FBpp0084848,FlyBase_Annotation_IDs:CG7788-PA,GB_protein:AAF56939.1,GB_protein:AAF56939; MD5=bfe354e148ccb140cb7db8ec1ec55ec0; length=339; release=r5.6; species=Dmel;",34.14,jgi|Dappu1|307426|PASA_GEN_6300016,34.71,"C48D1.2 CE29088 WBGene00000417 locus:ced-3 Caspase recruitment domain, ICE-like protease (caspase) p20 domain., ICE-like protease (caspase) p10 domain. status:Confirmed SW:P42573 protein_id:CAB61001.2",29.51,AT3G60450.1 | Symbols:  | similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G60440.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO70569.1); contains InterPro domain Phosphoglycerate mutase (InterPro:IPR013078); contains InterPro domain PRIB5 (InterPro:IPR012398) | chr3:22351957-22353162 FORWARD,12.64,jgi|Chlre3|170203,14.56,DDB0215344 |Protein| gene: abcG5 on chromosome: 3 position 4586992 to 4591754,12.77,YGL124C|brefeldin A sensitive,13.8,3734.m00018 TTHERM_00681770 Ras family protein,11.69,"b0628 lipoate synthesis, sulfur insertion? (lipA) {Escherichia coli K12-MG1655}",10.13,syc1272_c probable RNA methyltransferase {Synechococcus elongatus PCC 6301},12.13
P42684|ABL2_HUMAN Tyrosine-protein kinase ABL2 - Homo sapiens,Enzyme,"Adenosine triphosphate(DB00171), Dasatinib(DB01254)",ENSMUSP00000027888|Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine kinase ARG). [Source:Uniprot/SWISSPROT;Acc:Q4JIM5],94.51,ENSGALP00000006688|Tyrosine kinase ABL (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9YI46],76.57,ENSXETP00000027417|Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine kinase ARG). [Source:Uniprot/SWISSPROT;Acc:P42684],68.4,gi|148230613|ref|NP_001084399| 'hypothetical protein LOC403362 [Xenopus laevis]',68.35,ENSGACP00000014545|Tyrosine-protein kinase ABL2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine kinase ARG). [Source:Uniprot/SWISSPROT;Acc:P42684],63.82,ENSDARP00000088922,33.84,"FBpp0111702 type=protein; loc=3L:complement(16615874..16618374,16619628..16619716,16619843..16619963,16620022..16620292,16620602..16621188,16621274..16621689,16621763..16622306,16624477..16624530,16639910..16640243); ID=FBpp0111702; name=Abl-PB; parent=FBgn0000017,FBtr0112790; dbxref=FlyBase:FBpp0111702,FlyBase_Annotation_IDs:CG4032-PB,GB_protein:ABW08554; MD5=ac0ef3a1e43a1c33ba34ab0fa3f21d09; length=1638; release=r5.6; species=Dmel;",30.99,jgi|Dappu1|5206|gw1.15.129.1,17.34,M79.1c CE31572 WBGene00000018 locus:abl-1 status:Partially_confirmed SW:P03949 protein_id:CAB60297.2,28.91,AT4G35780.1 | Symbols:  | protein kinase family protein | chr4:16946734-16950410 REVERSE,10.21,jgi|Chlre3|105918,10.23,DDB0229955 |Protein| gene: geneDDB0229955 on chromosome: 1 position 259066 to 261816,8.88,YMR001C|serine/threonine protein kinase,10.34,3717.m00027 TTHERM_00522150 protein kinase domain,10.83,b0776 8-amino-7-oxononanoate synthase (bioF) [2.3.1.47] {Escherichia coli K12-MG1655},5.33,syc0923_d similar to serine/threonine kinase {Synechococcus elongatus PCC 6301},8.46
P42898|MTHR_HUMAN Methylenetetrahydrofolate reductase - Homo sapiens,Enzyme,Tetrahydrofolic acid(DB00116),ENSMUSP00000069774|Methylenetetrahydrofolate reductase (EC 1.5.1.20). [Source:Uniprot/SWISSPROT;Acc:Q9WU20],89.18,ENSGALP00000007330|Methylenetetrahydrofolate reductase (EC 1.5.1.20). [Source:Uniprot/SWISSPROT;Acc:P42898],67.43,ENSXETP00000028674|Methylenetetrahydrofolate reductase (EC 1.5.1.20). [Source:Uniprot/SWISSPROT;Acc:P42898],73.63,gi|28302352|gb|AAH46708| 'Mthfr-prov protein [Xenopus laevis]',78.51,ENSGACP00000016704|Methylenetetrahydrofolate reductase (EC 1.5.1.20). [Source:Uniprot/SWISSPROT;Acc:P42898],76.22,ENSDARP00000069553,76.68,"FBpp0075903 type=protein; loc=3L:join(11418282..11418789,11418854..11418954,11419022..11419462); ID=FBpp0075903; name=CG7560-PA; parent=FBgn0036157,FBtr0076173; dbxref=FlyBase:FBpp0075903,FlyBase_Annotation_IDs:CG7560-PA,GB_protein:AAF50068.2,GB_protein:AAF50068; MD5=258738e8f668caad2d48a571aead3f73; length=349; release=r5.6; species=Dmel;",9.7,jgi|Dappu1|301720|PASA_GEN_14200045,58.73,C06A8.1a CE30593 WBGene00015512 status:Confirmed SW:Q17693 protein_id:AAA81048.2,45.36,AT2G44160.1 | Symbols: MTHFR2 | MTHFR2 (METHYLENETETRAHYDROFOLATE REDUCTASE 2); methylenetetrahydrofolate reductase (NADPH) | chr2:18269377-18272261 FORWARD,38.27,jgi|Chlre3|111330,38.9,DDB0230137 |Protein| gene: geneDDB0230137 on chromosome: 3 position 1675769 to 1677652,43.9,"YGL125W|methylenetetrahydrofolate reductase, putative",35.62,3807.m00226 TTHERM_01043280 hypothetical protein,12.14,"b3941 5,10-methylenetetrahydrofolate reductase (metF) [1.7.99.5] {Escherichia coli K12-MG1655}",14.33,syc0244_c hypothetical protein {Synechococcus elongatus PCC 6301},9.6
P43003|EAA1_HUMAN Excitatory amino acid transporter 1 - Homo sapiens,Transporter,L-Glutamic Acid(DB00142),ENSMUSP00000005493|Excitatory amino acid transporter 1 (Solute carrier family 1 member 3) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1) (High- affinity neuronal glutamate transporter) (Glial high affinity glutamate transporter). [Source:Uniprot/SWISSPROT;Acc:P56564],95.57,ENSGALP00000005658|Na+-dependent glutamate/aspartate transporter (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q9IAS3],88.77,ENSXETP00000013404|Excitatory amino acid transporter 1 (Solute carrier family 1 member 3) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1). [Source:Uniprot/SWISSPROT;Acc:P43003],86.72,gi|148222124|ref|NP_001083306| 'Excitatory amino acid transporter 1 [Xenopus laevis]',85.79,ENSGACP00000024468|Excitatory amino acid transporter 1 (Solute carrier family 1 member 3) (Sodium-dependent glutamate/aspartate transporter 1) (GLAST-1). [Source:Uniprot/SWISSPROT;Acc:P43003],72.69,ENSDARP00000063346,74.63,"FBpp0079402 type=protein; loc=2L:join(9338155..9338339,9338426..9338521,9338588..9338755,9338818..9338860,9339514..9339556,9339620..9339803,9339866..9339996,9340059..9340488,9340544..9340640,9340700..9340762); ID=FBpp0079402; name=Eaat1-PC; parent=FBgn0026439,FBtr0079802; dbxref=FlyBase:FBpp0079402,FlyBase_Annotation_IDs:CG3747-PC,GB_protein:AAN10692.1,GB_protein:AAN10692; MD5=7e65466da663e1cc752c3b72da3bb6f6; length=479; release=r5.6; species=Dmel;",38.94,jgi|Dappu1|11662|gw1.74.38.1,44.22,C12D12.2a CE29083 WBGene00001620 locus:glt-1 excitatory amino acid transporter status:Confirmed SW:Q10901 protein_id:AAL00857.1,45.67,AT1G71240.1 | Symbols:  | similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G23390.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G48840.1); similar to Os01g0869000 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044923.1); similar to hypothetical protein OsJ_004118 [Oryza sativa (japonica cultivar-group)] (GB:EAZ14293.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO24748.1); contains InterPro domain Protein of unknown function DUF639 (InterPro:IPR006927) | chr1:26859151-26863261 FORWARD,10.71,jgi|Chlre3|143076,29.62,DDB0235310 |Protein| gene: geneDDB0235310 on chromosome: 4 position 2024271 to 2025047,9.41,YNR047W|serine/threonine protein kinase,11.07,342.m00026 TTHERM_01353180 cyclic nucleotide-binding domain containing protein,10.52,b4077 glutamate-aspartate symport protein (gltP) {Escherichia coli K12-MG1655},21.32,syc0438_d serine/threonine kinase {Synechococcus elongatus PCC 6301},9.93
P43004|EAA2_HUMAN Excitatory amino acid transporter 2 - Homo sapiens,Transporter,L-Glutamic Acid(DB00142),ENSMUSP00000079100|Excitatory amino acid transporter 2 (Solute carrier family 1 member 2) (Sodium-dependent glutamate/aspartate transporter 2) (GLT-1). [Source:Uniprot/SWISSPROT;Acc:P43006],94.77,ENSGALP00000012767|hypothetical protein LOC423156 [Source:RefSeq_peptide;Acc:NP_001012917],87.3,ENSXETP00000016454|Excitatory amino acid transporter 2 (Solute carrier family 1 member 2) (Sodium-dependent glutamate/aspartate transporter 2) (Glutamate/aspartate transporter II). [Source:Uniprot/SWISSPROT;Acc:P43004],82.06,gi|148222124|ref|NP_001083306| 'Excitatory amino acid transporter 1 [Xenopus laevis]',45.14,ENSGACP00000015109|Excitatory amino acid transporter 2 (Solute carrier family 1 member 2) (Sodium-dependent glutamate/aspartate transporter 2) (Glutamate/aspartate transporter II). [Source:Uniprot/SWISSPROT;Acc:P43004],75.72,ENSDARP00000029077|hypothetical protein LOC335836 [Source:RefSeq_peptide;Acc:NP_956273],71.72,"FBpp0077707 type=protein; loc=2L:complement(738074..738268,738321..738435,738508..738837,739445..740014,740357..740690,740800..740947); ID=FBpp0077707; name=Eaat2-PA; parent=FBgn0026438,FBtr0078043; dbxref=FlyBase:FBpp0077707,FlyBase_Annotation_IDs:CG3159-PA,GB_protein:AAF51466.1,GB_protein:AAF51466; MD5=053f08fa37a65f610a08ccb6f21493f2; length=563; release=r5.6; species=Dmel;",39.28,jgi|Dappu1|11662|gw1.74.38.1,38.19,C12D12.2a CE29083 WBGene00001620 locus:glt-1 excitatory amino acid transporter status:Confirmed SW:Q10901 protein_id:AAL00857.1,50.52,"AT1G12410.1 | Symbols: CLPP2, NCLPP2, CLPR2 | CLPR2 (Clp protease proteolytic subunit 2); endopeptidase Clp | chr1:4223097-4224952 FORWARD",8.71,jgi|Chlre3|143076,30.28,DDB0234094 |Protein| gene: geneDDB0234094 on chromosome: 1 position 2645714 to 2650717,10.22,YJL085W|exocyst complex subunit,10.36,60.m00219 TTHERM_00491170 hypothetical protein,8.69,b4077 glutamate-aspartate symport protein (gltP) {Escherichia coli K12-MG1655},20.97,syc0432_c hypothetical protein {Synechococcus elongatus PCC 6301},6.79
